OTU_ID,OB05_CA122A2,OB08_CA10,OB11_CA58A1,OB13_CA50B,OB18_CA51A3A,OB21_CA51A3,OB23_T046B4,OB25_T037A2,OB26_T037,OB29_T068C1,OB31_T023D3,OB32_T073A2,OB33_T073A1,OB35_T101B,OB37_T100F,OB38_T101A,OB40_T060D,OB41_T060E,,,
Zotu5898,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,,,
Zotu5902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,,
Zotu5904,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,,,
Zotu5910,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu5912,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu5917,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,,,
Zotu5931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,
Zotu5936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,
Zotu5939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,
Zotu5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,
Zotu5941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,
Zotu5943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,,,
Zotu5953,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,,,
Zotu5959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,
Zotu5960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,
Zotu5961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,
Zotu5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,,,
Zotu5968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,
Zotu5971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,
Zotu5972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,
Zotu5975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,
Zotu5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,
Zotu5979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,
Zotu5981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,
Zotu5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,
Zotu5986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,
Zotu5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,
Zotu5991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,,,
Zotu5998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,,,
Zotu5999,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,
Zotu6001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,
Zotu6002,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,
Zotu6008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,
Zotu6021,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,
Zotu6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,
Zotu6043,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,,,
Zotu6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,
Zotu6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,
Zotu6049,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,,
Zotu6060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,
Zotu6061,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,
Zotu6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,
Zotu6077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,
Zotu6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,,,
Zotu6085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,
Zotu6086,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,,,
Zotu6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,
Zotu6105,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,
Zotu6135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,
Zotu6137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,
Zotu6138,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,,
,,,,,,,,,,,,,,,,,,,,,
,16,5,13,13,6,15,58,56,26,112,70,52,60,124,114,113,88,131,,,
